item rt subject trial
w1 716.985426656902 S003 2
w4 694.319080691785 S003 3
w5 715.299958791584 S003 4
w1 658.086802195758 S003 5
w3 661.740361955017 S003 6
w10 728.689760286361 S003 7
w9 725.417896062136 S003 8
w5 709.2348469235 S003 9
w5 667.958457991481 S003 10
w4 656.671765539795 S003 11
w2 668.857770115137 S003 12
w8 700.770877469331 S003 13
w2 690.829163528979 S003 14
w5 732.211790271103 S003 15
w9 667.190599367023 S003 16
w3 669.310721028596 S003 17
w4 711.545571703464 S003 18
w7 666.468016188592 S003 19
w9 731.826022900641 S003 20
w3 668.675227630883 S003 21
w8 664.14946924895 S003 22
w4 712.772796414793 S003 23
w4 661.121917553246 S003 24
w10 708.760968744755 S003 25
w10 681.585836689919 S003 26
w2 653.900347743183 S003 27
w7 708.977452293038 S003 28
w10 664.605588205159 S003 29
w8 721.025406196713 S003 30
w8 716.260596401989 S003 31
w7 722.521080113947 S003 32
w4 722.007844746113 S003 33
w3 716.149293892086 S003 34
w5 677.027257084846 S003 35
w1 727.009487487376 S003 36
w1 710.07570495829 S003 37
w8 716.941981408745 S003 38
w6 732.692865785211 S003 39
w1 670.156196579337 S003 40
w10 690.909969471395 S003 41
w5 653.620050642639 S003 42
w7 681.63048280403 S003 43
w8 654.85015803948 S003 44
w2 727.798733655363 S003 45
w1 732.25350305438 S003 46
w1 711.031814459711 S003 47
w6 675.884010549635 S003 48
w9 716.768374890089 S003 49
w7 711.06201345101 S003 50
w1 730.293357223272 S003 51
w1 720.555408913642 S003 52
w9 717.783531714231 S003 53
w3 662.831014171243 S003 54
w3 701.324729789048 S003 55
w2 699.260253105313 S003 56
w7 729.011503979564 S003 57
w2 666.09362334013 S003 58
w9 668.236204851419 S003 59
w2 702.578009236604 S003 60
w6 691.776418033987 S003 61
w2 688.076598104089 S003 62
w4 722.74088146165 S003 63
w6 722.171821501106 S003 64
w3 714.40754333511 S003 65
w3 705.931548383087 S003 66
w8 707.735828887671 S003 67
w1 667.297568954527 S003 68
w9 688.965475708246 S003 69
w6 720.209519229829 S003 70
w4 714.063382931054 S003 71
w2 692.891604080796 S003 72
w8 695.728175248951 S003 73
w10 676.353955827653 S003 74
w6 687.756346091628 S003 75
w4 688.136753998697 S003 76
w5 718.3253217116 S003 77
w7 701.676602587104 S003 78
w2 682.560951020569 S003 79
w6 693.264541998506 S003 80
w7 685.993419587612 S003 81
w6 688.982419203967 S003 82
w6 663.519141059369 S003 83
w6 701.458710785955 S003 84
w3 681.090395636857 S003 85
w10 724.021017607301 S003 86
w10 694.138279221952 S003 87
w5 681.563948486 S003 88
w9 726.86085222289 S003 89
w9 707.327670529485 S003 90
w8 676.992433685809 S003 91
w5 660.334552973509 S003 92
w4 658.739248327911 S003 93
w7 697.070292457938 S003 94
w10 720.503165237606 S003 95
w5 681.703512165695 S003 96
w3 697.807922456414 S003 97
w8 704.016672372818 S003 98
w10 733.142760358751 S003 99
w7 681.426748465747 S003 100
w8 695.083438553847 S004 1
w5 722.711398829706 S004 2
w9 662.759553533979 S004 3
w8 726.753294100054 S004 4
w5 678.068565730937 S004 5
w6 687.082283594646 S004 6
w9 732.531580668874 S004 7
w6 711.461758282967 S004 8
w6 659.658060842194 S004 9
w9 690.819333591498 S004 10
w6 666.517469496466 S004 11
w7 710.7800112525 S004 12
w7 686.901256856509 S004 13
w7 672.025033631362 S004 14
w9 731.149721727706 S004 15
w5 680.901888073422 S004 16
w2 684.910923824646 S004 17
w4 655.141574782319 S004 18
w10 716.263863951899 S004 19
w10 702.876695753075 S004 20
w7 706.550601930358 S004 21
w3 692.847034749575 S004 22
w3 730.365888574161 S004 23
w7 655.989576135762 S004 24
w2 673.010097933002 S004 25
w2 701.819862169214 S004 26
w2 687.293741093017 S004 27
w6 727.359955799766 S004 28
w1 656.308948439546 S004 29
w9 718.759342194535 S004 30
w7 672.040626876988 S004 31
w1 696.927477349527 S004 32
w3 681.130010117777 S004 33
w7 688.346839253791 S004 34
w2 719.953112234361 S004 35
w8 666.558589288034 S004 36
w4 717.679585483856 S004 37
w9 661.177410916425 S004 38
w4 704.07718563918 S004 39
w6 708.607458905317 S004 40
w10 719.581851721741 S004 41
w1 664.795444668271 S004 42
w1 659.774022200145 S004 43
w5 693.156284843571 S004 44
w9 731.862654783763 S004 45
w7 717.872802005149 S004 46
w8 698.226833161898 S004 47
w7 696.261635110714 S004 48
w2 704.828233891167 S004 49
w8 706.366097000428 S004 50
w2 685.019673206843 S004 51
w5 661.934177041985 S004 52
w5 677.748355721124 S004 53
w6 691.679140632041 S004 54
w10 677.877316814847 S004 55
w8 715.508055449463 S004 56
w10 676.792185143568 S004 57
w8 671.598240346648 S004 58
w8 676.746078492142 S004 59
w7 677.626197733916 S004 60
w4 728.683308050968 S004 61
w9 695.809374586679 S004 62
w4 661.978933257051 S004 63
w10 722.400786452927 S004 64
w10 654.318074160255 S004 65
w5 701.481716134585 S004 66
w4 656.120161623694 S004 67
w3 663.612183691002 S004 68
w1 709.640751336701 S004 69
w4 717.973490026779 S004 70
w2 706.45392394159 S004 71
w10 690.122540411539 S004 72
w6 683.250149716623 S004 73
w4 661.596834328957 S004 74
w1 659.003055137582 S004 75
w6 690.551751037128 S004 76
w3 677.59013202507 S004 77
w5 699.755615373142 S004 78
w10 685.545745142736 S004 79
w9 717.760812011547 S004 80
w5 682.113521476276 S004 81
w3 663.223134544678 S004 82
w4 719.121779301204 S004 83
w10 733.855904382654 S004 84
w1 685.227352925576 S004 85
w5 664.567296397872 S004 86
w3 722.76214715559 S004 87
w3 726.419171192683 S004 88
w6 729.173757736571 S004 89
w2 725.520056285895 S004 90
w1 662.339879595675 S004 91
w8 667.136593633331 S004 92
w1 696.272927639075 S004 93
w8 658.917747256346 S004 94
w3 663.647359968163 S004 95
w1 723.539854572155 S004 96
w2 709.429272883572 S004 97
w9 705.452111870982 S004 98
w3 657.479625423439 S004 99
w4 666.384644829668 S004 100
w8 691.95205536671 S005 1
w2 678.455602610484 S005 2
w5 696.725929705426 S005 3
w10 668.770251246169 S005 4
w10 690.501438034698 S005 5
w8 675.893173040822 S005 6
w8 650.767779024318 S005 7
w2 717.65787682496 S005 8
w5 661.89294421114 S005 9
w3 667.665950497612 S005 10
w9 658.832021029666 S005 11
w6 715.456896545365 S005 12
w4 703.418090539053 S005 13
w5 656.728530758992 S005 14
w4 667.090477300808 S005 15
w8 691.346302768216 S005 16
w8 644.671894786879 S005 17
w2 660.034419791773 S005 18
w8 652.723324513063 S005 19
w1 702.551299640909 S005 20
w10 686.675399569795 S005 21
w2 683.188175493851 S005 22
w7 655.699347062036 S005 23
w5 717.065021144226 S005 24
w10 705.543746510521 S005 25
w1 697.853841977194 S005 26
w5 689.123403532431 S005 27
w6 649.032868472859 S005 28
w1 707.657495355234 S005 29
w3 677.590285958722 S005 30
w1 702.616147873923 S005 31
w7 678.650527121499 S005 32
w3 674.547353470698 S005 33
w4 705.783379180357 S005 34
w7 702.145166313276 S005 35
w4 687.621238259599 S005 36
w3 706.005856925622 S005 37
w10 646.580057227984 S005 38
w4 701.157570416108 S005 39
w7 700.017197439447 S005 40
w3 664.839569209144 S005 41
w2 655.657786959782 S005 42
w9 661.059934021905 S005 43
w5 666.385994022712 S005 44
w9 720.904641887173 S005 45
w7 687.030960181728 S005 46
w6 693.031294336542 S005 47
w5 656.783676622435 S005 48
w6 649.901544777676 S005 49
w6 715.518033159897 S005 50
w8 643.325647814199 S005 51
w6 646.78219220601 S005 52
w3 715.665308618918 S005 53
w6 664.587531490251 S005 54
w9 705.537708131596 S005 55
w7 670.676714880392 S005 56
w6 658.048284938559 S005 57
w7 676.708858376369 S005 58
w2 693.281659530476 S005 59
w6 667.758573750034 S005 60
w9 669.694334613159 S005 61
w5 641.997666908428 S005 62
w2 653.78795879893 S005 63
w10 678.702275780961 S005 64
w1 690.165838608518 S005 65
w5 653.017038917169 S005 66
w10 657.117170030251 S005 67
w8 693.438146365806 S005 68
w10 653.179699415341 S005 69
w1 689.256157847121 S005 70
w2 669.517530286685 S005 71
w4 683.826893577352 S005 72
w3 690.272593228146 S005 73
w8 672.613504556939 S005 74
w2 647.957206619903 S005 75
w9 662.417697673663 S005 76
w1 721.110510276631 S005 77
w4 683.593534911051 S005 78
w9 655.376949692145 S005 79
w10 673.711871197447 S005 80
w1 669.184302920476 S005 81
w9 690.380806503817 S005 82
w7 674.383865436539 S005 83
w3 668.282931307331 S005 84
w9 666.750751035288 S005 85
w2 660.248314952478 S005 86
w4 642.277260487899 S005 87
w6 699.12336290814 S005 88
w4 675.757238799706 S005 89
w10 718.634517947212 S005 90
w8 694.221503389999 S005 91
w1 653.597731636837 S005 92
w5 699.738584766164 S005 93
w3 681.824751729146 S005 94
w3 652.795751644298 S005 95
w7 643.920117737725 S005 96
w4 676.221049008891 S005 97
w7 656.628215583041 S005 98
w9 655.24307587184 S005 99
w1 655.171651421115 S005 100
w7 710.332158072852 S006 1
w5 681.003442383371 S006 2
w6 728.353581367992 S006 3
w8 721.759084607475 S006 4
w8 675.128826457076 S006 5
w10 663.411326683126 S006 6
w4 685.393004710786 S006 7
w1 710.147857530974 S006 8
w3 667.006444963627 S006 9
w6 701.477982620709 S006 10
w4 679.616684704088 S006 11
w9 671.205351850949 S006 12
w4 707.671512230299 S006 13
w2 728.457862320356 S006 14
w10 663.656181185506 S006 15
w4 708.629091321491 S006 16
w5 694.692761837505 S006 17
w2 704.218721012585 S006 18
w9 696.023812605999 S006 19
w7 657.784084710293 S006 20
w1 661.92720325198 S006 21
w1 659.98459297698 S006 22
w1 695.88880490046 S006 23
w1 711.614500409923 S006 24
w6 717.594325724058 S006 25
w9 675.397213618271 S006 26
w4 692.067414144985 S006 27
w3 706.281239851378 S006 28
w9 711.838382217102 S006 29
w5 700.76382228639 S006 30
w2 669.956292207353 S006 31
w4 687.929304684512 S006 32
w1 666.608444093727 S006 33
w7 706.469297888689 S006 34
w7 722.870655390434 S006 35
w2 727.291401675902 S006 36
w5 673.574222023599 S006 37
w9 661.990733048879 S006 38
w5 716.909394818358 S006 39
w5 683.105809721164 S006 40
w10 696.630952260457 S006 41
w3 698.973628501408 S006 42
w2 683.001270978712 S006 43
w5 733.664769674651 S006 44
w9 655.704414206557 S006 45
w1 722.321218061261 S006 46
w10 679.56211888697 S006 47
w2 664.37750719022 S006 48
w7 684.948761700653 S006 49
w8 665.668247691356 S006 50
w3 669.281859579496 S006 51
w5 709.87927635666 S006 52
w7 731.633221297525 S006 53
w8 711.390562648885 S006 54
w9 690.85599779617 S006 55
w10 728.043280332349 S006 56
w4 669.770402996801 S006 57
w3 729.82593159657 S006 58
w2 700.72572787758 S006 59
w3 690.102316210978 S006 60
w8 723.032845105045 S006 61
w3 703.012113752775 S006 62
w8 730.299963722937 S006 63
w9 706.583947776817 S006 64
w6 702.595829772763 S006 65
w4 675.017804610543 S006 66
w3 709.605191363953 S006 67
w6 698.246011673473 S006 68
w4 702.373098186217 S006 69
w6 713.83371823933 S006 70
w2 723.579615852796 S006 71
w7 689.160013734363 S006 72
w1 688.837817083113 S006 73
w7 712.777113444172 S006 74
w2 709.660636219196 S006 75
w9 708.637634362094 S006 76
w5 732.885082974099 S006 77
w9 733.233874659054 S006 78
w3 696.919575124048 S006 79
w2 727.715961388312 S006 80
w8 731.050848304294 S006 81
w1 659.676329563372 S006 82
w7 719.649153421633 S006 83
w4 679.491337458603 S006 84
w8 662.165081775747 S006 85
w3 728.779098796658 S006 86
w10 703.560685343109 S006 87
w6 698.654946270399 S006 88
w6 720.218339967541 S006 89
w6 709.3020010693 S006 90
w10 727.415934889577 S006 91
w10 705.694355885498 S006 92
w5 672.840444608591 S006 93
w6 682.388459234498 S006 94
w10 715.494537628256 S006 95
w8 677.659484124742 S006 96
w1 687.609224258922 S006 97
w8 730.255757528357 S006 98
w10 720.878450027667 S006 99
w7 686.657556998543 S006 100
w5 686.119450908154 S007 1
w6 677.558839116246 S007 2
w1 694.843390621245 S007 3
w10 706.663127876818 S007 4
w9 660.197285301983 S007 5
w4 689.141511060297 S007 6
w8 671.016581244767 S007 7
w7 728.226116932929 S007 8
w7 660.56100750342 S007 9
w7 672.109411284328 S007 10
w2 718.825694024563 S007 11
w1 720.119397286326 S007 12
w7 660.524830576032 S007 13
w4 653.499075844884 S007 14
w1 703.943692818284 S007 15
w10 722.608575373888 S007 16
w2 698.273634705693 S007 17
w9 710.01669568941 S007 18
w4 698.399208765477 S007 19
w9 655.214269943535 S007 20
w6 688.003715984523 S007 21
w1 686.428017951548 S007 22
w4 683.765947725624 S007 23
w2 722.997692171484 S007 24
w5 703.430292345583 S007 25
w4 671.196568552405 S007 26
w2 674.921264816076 S007 27
w6 678.107027411461 S007 28
w5 697.26736439392 S007 29
w3 671.677818950266 S007 30
w7 687.347261365503 S007 31
w8 699.666353780776 S007 32
w4 693.170586116612 S007 33
w5 663.416247628629 S007 34
w6 677.420280706137 S007 35
w3 718.852572925389 S007 36
w8 680.4290365614 S007 37
w4 716.639769282192 S007 38
w8 685.636573527008 S007 39
w3 686.094804629683 S007 40
w1 673.086376935244 S007 41
w7 718.016961067915 S007 42
w10 690.500119179487 S007 43
w9 668.486005961895 S007 44
w2 653.212883248925 S007 45
w1 658.669683635235 S007 46
w10 707.21859626472 S007 47
w5 658.924753535539 S007 48
w8 687.687980718911 S007 49
w5 696.32775561884 S007 50
w9 701.059499680996 S007 51
w8 658.727340213954 S007 52
w6 705.40529794991 S007 53
w9 661.497626695782 S007 54
w2 718.559993822128 S007 55
w6 701.245021168143 S007 56
w9 716.672314424068 S007 57
w3 700.409903433174 S007 58
w8 722.09305267781 S007 59
w1 688.524880502373 S007 60
w6 692.733337506652 S007 61
w10 725.804295372218 S007 62
w9 670.607104860246 S007 63
w7 689.87017095089 S007 64
w6 649.015515353531 S007 65
w5 658.198127243668 S007 66
w10 649.632141087204 S007 67
w1 681.528061553836 S007 68
w2 723.556967731565 S007 69
w5 660.818466022611 S007 70
w5 651.490524634719 S007 71
w8 727.381683900021 S008 1
w4 663.309128168039 S008 2
w7 667.036740477197 S008 3
w1 687.407237603329 S008 4
w6 665.41773296427 S008 5
w9 707.021790272556 S008 6
w4 731.575540988706 S008 7
w4 660.569452135824 S008 8
w7 706.698580062948 S008 9
w5 686.859204652719 S008 10
w9 691.954909837805 S008 11
w2 669.839826184325 S008 12
w3 685.848147231154 S008 13
w4 678.16776511725 S008 14
w7 668.308348390274 S008 15
w5 671.150163612328 S008 16
w10 731.07954937499 S008 17
w1 723.325173365884 S008 18
w2 690.177005114965 S008 19
w5 708.749407730065 S008 20
w4 682.761062732898 S008 21
w8 724.384512673132 S008 22
w9 731.096017896198 S008 23
w5 675.74828423094 S008 24
w2 673.136459807865 S008 25
w10 688.381550009362 S008 26
w8 694.356522816233 S008 27
w9 726.997130042873 S008 28
w9 689.021103787236 S008 29
w2 710.003538946621 S008 30
w2 660.468625645153 S008 31
w6 676.073361015879 S008 32
w8 724.365453454666 S008 33
w4 705.511783934198 S008 34
w3 727.977031948976 S008 35
w2 705.365282348357 S008 36
w6 687.503432626836 S008 37
w1 697.731523416005 S008 38
w10 670.021124384366 S008 39
w2 691.058119698428 S008 40
w10 724.641973837279 S008 41
w10 703.037851578556 S008 42
w10 689.946631430648 S008 43
w3 719.804730019532 S008 44
w5 701.928577567451 S008 45
w2 664.131359546445 S008 46
w1 728.915571137331 S008 47
w4 719.430488771759 S008 48
w7 708.500268342905 S008 49
w9 679.56179486122 S008 50
w10 727.180690481327 S008 51
w6 677.664869572036 S008 52
w1 725.66207384225 S008 53
w5 661.566984928213 S008 54
w8 697.396240807138 S008 55
w7 676.098333238624 S008 56
w3 655.695023289882 S008 57
w7 721.796303573065 S008 58
w1 699.82612229418 S008 59
w4 655.178333832882 S008 60
w3 677.591968956403 S008 61
w7 660.948042566888 S008 62
w9 694.722487996332 S008 63
w8 682.245884309523 S008 64
w3 719.986260063015 S008 65
w2 714.412672719918 S008 66
w6 712.531462530605 S008 67
w1 705.831043808721 S008 68
w8 682.004170692526 S008 69
w8 668.628123323433 S008 70
w3 687.364957085811 S008 71
w6 685.924826855771 S008 72
w7 664.090480911545 S008 73
w6 669.486606433056 S008 74
w6 730.87333755102 S008 75
w9 700.125748976134 S008 76
w8 660.373315229081 S008 77
w1 675.402446794324 S008 78
w7 715.688537782989 S008 79
w5 665.816714535467 S008 80
w6 725.121309547685 S008 81
w6 695.119673195295 S008 82
w4 693.99657107424 S008 83
w9 672.258965442888 S008 84
w3 688.734144154005 S008 85
w10 724.13964217063 S008 86
w7 673.604930224828 S008 87
w10 655.739167830907 S008 88
w1 673.051613136195 S008 89
w5 688.234398080967 S008 90
w5 707.26874911692 S008 91
w3 724.459425839595 S008 92
w2 694.733161418699 S008 93
w9 659.860555599444 S008 94
w8 708.977170600556 S008 95
w3 661.118365000002 S008 96
w4 657.037939964794 S008 97
w1 706.051347083412 S008 98
w10 721.060186768882 S008 99
w5 669.877115967683 S008 100
w6 649.952256348915 S009 1
w3 686.771810264327 S009 2
w7 690.341958054341 S009 3
w10 691.965619255789 S009 4
w2 686.088112783618 S009 5
w6 694.057848067023 S009 6
w4 702.730339714326 S009 7
w1 700.542135839351 S009 8
w10 663.113736123778 S009 9
w7 702.455747635104 S009 10
w4 673.236084752716 S009 11
w6 695.886941035278 S009 12
w9 669.647747934796 S009 13
w10 654.227893562056 S009 14
w4 704.742231634445 S009 15
w5 702.373109110631 S009 16
w4 670.350601715036 S009 17
w9 720.643023052253 S009 18
w8 674.310395889916 S009 19
w9 682.336893086322 S009 20
w6 688.545387019403 S009 21
w2 687.677550208755 S009 22
w6 657.042396240868 S009 23
w7 674.578755893745 S009 24
w9 706.755691845901 S009 25
w1 711.866729692556 S009 26
w9 660.109269362874 S009 27
w9 676.491345898248 S009 28
w3 718.572560069151 S009 29
w8 721.120310504921 S009 30
w8 676.971266758628 S009 31
w3 716.925514400937 S009 32
w3 698.962784321047 S009 33
w6 710.548297096975 S009 34
w8 695.450738766231 S009 35
w10 654.896609843709 S009 36
w1 663.928526309319 S009 37
w4 670.962102399208 S009 38
w8 694.365831934847 S009 39
w8 717.393245124258 S009 40
w1 649.4451301964 S009 41
w2 674.819046971388 S009 42
w5 672.428107303567 S009 43
w10 698.008878328837 S009 44
w3 664.465297521092 S009 45
w1 675.081947599538 S009 46
w5 699.720738832839 S009 47
w5 654.624318783171 S009 48
w5 662.361947880127 S009 49
w8 725.138492868282 S009 50
w6 654.823556845076 S009 51
w4 669.290211503394 S009 52
w2 671.539769270457 S009 53
w4 722.186486315913 S009 54
w8 682.894484498538 S009 55
w3 678.989791111089 S009 56
w7 696.798002705909 S009 57
w8 689.708380275406 S009 58
w1 666.358696413226 S009 59
w2 693.927918528207 S009 60
w7 650.020493404008 S009 61
w7 680.82640951965 S009 62
w1 690.776507765986 S009 63
w1 716.443943125196 S009 64
w5 686.826897640713 S009 65
w3 689.838520274498 S009 66
w10 655.709421937354 S009 67
w2 725.33700874541 S009 68
w6 681.498957113363 S009 69
w1 673.723527030088 S009 70
w6 659.498001323082 S009 71
w9 685.361214936711 S009 72
w3 705.190548733808 S009 73
w3 725.748783373274 S009 74
w5 661.490896237083 S009 75
w10 671.603680388071 S009 76
w8 708.144210302271 S009 77
w6 723.218288538046 S009 78
w2 687.055213158019 S009 79
w7 699.378589340486 S009 80
w4 709.552087583579 S009 81
w5 678.864970640279 S009 82
w9 697.786916890182 S009 83
w7 655.708890394308 S009 84
w4 716.074152444489 S009 85
w1 707.856021397747 S009 86
w2 720.117378947325 S009 87
w2 725.016196505167 S009 88
w10 721.143115037121 S009 89
w7 659.027610239573 S009 90
w10 718.804058921523 S009 91
w6 692.132926951163 S010 1
w10 692.778157400899 S010 2
w9 704.235974955373 S010 3
w8 685.567238829099 S010 4
w8 706.891369423829 S010 5
w5 686.98919841554 S010 6
w9 710.783644705079 S010 7
w1 669.772187876515 S010 8
w8 657.705495930277 S010 9
w9 679.193092505448 S010 10
w3 718.436736888252 S010 11
w4 659.199142563157 S010 12
w4 666.674544918351 S010 13
w7 684.359558760189 S010 14
w7 680.104517540894 S010 15
w8 718.868944547139 S010 16
w8 705.626268642955 S010 17
w9 654.828603840433 S010 18
w3 659.155796184205 S010 19
w3 679.702978818677 S010 20
w9 697.011021557264 S010 21
w1 705.349016129039 S010 22
w4 720.476875673048 S010 23
w2 677.280903006904 S010 24
w1 646.324292416684 S010 25
w10 724.229787136428 S010 26
w5 679.208139306866 S010 27
w7 648.371692667715 S010 28
w10 693.651450811885 S010 29
w5 719.006865895353 S010 30
w10 696.728005385958 S010 31
w6 688.769793859683 S010 32
w7 678.547048843466 S010 33
w5 705.200815587305 S010 34
w2 678.896970856003 S010 35
w10 709.591010021977 S010 36
w1 674.812104473822 S010 37
w7 675.401096208952 S010 38
w1 700.131593267433 S010 39
w4 710.470327860676 S010 40
w8 686.386036439799 S010 41
w9 664.207330490462 S010 42
w10 709.498404650949 S010 43
w8 660.044394670986 S010 44
w6 663.721112995408 S010 45
w3 673.359232391231 S010 46
w7 666.08610549476 S010 47
w1 689.332911795937 S010 48
w4 657.325084167533 S010 49
w7 706.855771350674 S010 50
w5 706.605295515619 S010 51
w4 708.722551423125 S010 52
w2 711.456684335135 S010 53
w2 663.37405001279 S010 54
w6 681.63952847477 S010 55
w2 672.84242620226 S010 56
w2 716.037555499934 S010 57
w4 664.631699784659 S010 58
w3 703.513496606611 S010 59
w9 653.77010404598 S010 60
w3 687.417519441806 S010 61
w10 704.476700085215 S010 62
w9 671.038487306796 S010 63
w10 676.896170335822 S010 64
w6 693.869638810866 S010 65
w4 703.856376125477 S010 66
w4 674.954296476208 S010 67
w10 710.972934267484 S010 68
w7 693.247462599538 S010 69
w1 674.093307941221 S010 70
