subject item rt trial string type age mean_simpleRT gender
S002 w8 665.827970481478 80 sulto p 21 400 M
S002 w5 678.613878092729 81 scimmia w 21 400 M
S002 w9 722.751217870973 82 ol p 21 400 M
S002 w10 717.20903206151 83 piro p 21 400 M
S002 w2 713.091030097567 84 cane w 21 400 M
S002 w5 657.733893445693 85 scimmia w 21 400 M
S002 w9 708.907507038675 86 ol p 21 400 M
S002 w3 672.016988168471 87 alla w 21 400 M
S002 w7 718.616858809255 88 sosca p 21 400 M
S002 w7 671.102510276251 89 sosca p 21 400 M
S002 w4 714.098372380249 90 senza w 21 400 M
S002 w4 721.22420612257 91 senza w 21 400 M
S002 w9 726.035354058258 92 ol p 21 400 M
S002 w8 707.214481416158 93 sulto p 21 400 M
S002 w10 699.129617991857 94 piro p 21 400 M
S002 w2 732.079427405261 95 cane w 21 400 M
S002 w6 680.375235411339 96 altru p 21 400 M
S002 w3 702.176735731773 97 alla w 21 400 M
S002 w6 707.009512032382 98 altru p 21 400 M
S002 w7 702.544261547737 99 sosca p 21 400 M
S002 w1 672.551956265233 100 portò w 21 400 M
S003 w9 703.009270783514 1 ol p 16 270 F
S003 w1 716.985426656902 2 portò w 16 270 F
S003 w4 694.319080691785 3 senza w 16 270 F
S003 w5 715.299958791584 4 scimmia w 16 270 F
S003 w1 658.086802195758 5 portò w 16 270 F
S003 w3 661.740361955017 6 alla w 16 270 F
S003 w10 728.689760286361 7 piro p 16 270 F
S003 w9 725.417896062136 8 ol p 16 270 F
S003 w5 709.2348469235 9 scimmia w 16 270 F
S003 w5 667.958457991481 10 scimmia w 16 270 F
S003 w4 656.671765539795 11 senza w 16 270 F
S003 w2 668.857770115137 12 cane w 16 270 F
S003 w8 700.770877469331 13 sulto p 16 270 F
S003 w2 690.829163528979 14 cane w 16 270 F
S003 w5 732.211790271103 15 scimmia w 16 270 F
S003 w9 667.190599367023 16 ol p 16 270 F
S003 w3 669.310721028596 17 alla w 16 270 F
S003 w4 711.545571703464 18 senza w 16 270 F
S003 w7 666.468016188592 19 sosca p 16 270 F
S003 w9 731.826022900641 20 ol p 16 270 F
S003 w3 668.675227630883 21 alla w 16 270 F
S003 w8 664.14946924895 22 sulto p 16 270 F
S003 w4 712.772796414793 23 senza w 16 270 F
S003 w4 661.121917553246 24 senza w 16 270 F
S003 w10 708.760968744755 25 piro p 16 270 F
S003 w10 681.585836689919 26 piro p 16 270 F
S003 w2 653.900347743183 27 cane w 16 270 F
S003 w7 708.977452293038 28 sosca p 16 270 F
S003 w10 664.605588205159 29 piro p 16 270 F
S003 w8 721.025406196713 30 sulto p 16 270 F
S003 w8 716.260596401989 31 sulto p 16 270 F
S003 w7 722.521080113947 32 sosca p 16 270 F
S003 w4 722.007844746113 33 senza w 16 270 F
S003 w3 716.149293892086 34 alla w 16 270 F
S003 w5 677.027257084846 35 scimmia w 16 270 F
S003 w1 727.009487487376 36 portò w 16 270 F
S003 w1 710.07570495829 37 portò w 16 270 F
S003 w8 716.941981408745 38 sulto p 16 270 F
S003 w6 732.692865785211 39 altru p 16 270 F
S003 w1 670.156196579337 40 portò w 16 270 F
S003 w10 690.909969471395 41 piro p 16 270 F
S003 w5 653.620050642639 42 scimmia w 16 270 F
S003 w7 681.63048280403 43 sosca p 16 270 F
S003 w8 654.85015803948 44 sulto p 16 270 F
S003 w2 727.798733655363 45 cane w 16 270 F
S003 w1 732.25350305438 46 portò w 16 270 F
S003 w1 711.031814459711 47 portò w 16 270 F
S003 w6 675.884010549635 48 altru p 16 270 F
S003 w9 716.768374890089 49 ol p 16 270 F
S003 w7 711.06201345101 50 sosca p 16 270 F
S003 w1 730.293357223272 51 portò w 16 270 F
S003 w1 720.555408913642 52 portò w 16 270 F
S003 w9 717.783531714231 53 ol p 16 270 F
S003 w3 662.831014171243 54 alla w 16 270 F
S003 w3 701.324729789048 55 alla w 16 270 F
S003 w2 699.260253105313 56 cane w 16 270 F
S003 w7 729.011503979564 57 sosca p 16 270 F
S003 w2 666.09362334013 58 cane w 16 270 F
S003 w9 668.236204851419 59 ol p 16 270 F
S003 w2 702.578009236604 60 cane w 16 270 F
S003 w6 691.776418033987 61 altru p 16 270 F
S003 w2 688.076598104089 62 cane w 16 270 F
S003 w4 722.74088146165 63 senza w 16 270 F
S003 w6 722.171821501106 64 altru p 16 270 F
S003 w3 714.40754333511 65 alla w 16 270 F
S003 w3 705.931548383087 66 alla w 16 270 F
S003 w8 707.735828887671 67 sulto p 16 270 F
S003 w1 667.297568954527 68 portò w 16 270 F
S003 w9 688.965475708246 69 ol p 16 270 F
S003 w6 720.209519229829 70 altru p 16 270 F
S003 w4 714.063382931054 71 senza w 16 270 F
S003 w2 692.891604080796 72 cane w 16 270 F
S003 w8 695.728175248951 73 sulto p 16 270 F
S003 w10 676.353955827653 74 piro p 16 270 F
S003 w6 687.756346091628 75 altru p 16 270 F
S003 w4 688.136753998697 76 senza w 16 270 F
S003 w5 718.3253217116 77 scimmia w 16 270 F
S003 w7 701.676602587104 78 sosca p 16 270 F
S003 w2 682.560951020569 79 cane w 16 270 F
S003 w6 693.264541998506 80 altru p 16 270 F
S003 w7 685.993419587612 81 sosca p 16 270 F
S003 w6 688.982419203967 82 altru p 16 270 F
S003 w6 663.519141059369 83 altru p 16 270 F
S003 w6 701.458710785955 84 altru p 16 270 F
S003 w3 681.090395636857 85 alla w 16 270 F
S003 w10 724.021017607301 86 piro p 16 270 F
S003 w10 694.138279221952 87 piro p 16 270 F
S003 w5 681.563948486 88 scimmia w 16 270 F
S003 w9 726.86085222289 89 ol p 16 270 F
S003 w9 707.327670529485 90 ol p 16 270 F
S003 w8 676.992433685809 91 sulto p 16 270 F
S003 w5 660.334552973509 92 scimmia w 16 270 F
S003 w4 658.739248327911 93 senza w 16 270 F
S003 w7 697.070292457938 94 sosca p 16 270 F
S003 w10 720.503165237606 95 piro p 16 270 F
S003 w5 681.703512165695 96 scimmia w 16 270 F
S003 w3 697.807922456414 97 alla w 16 270 F
S003 w8 704.016672372818 98 sulto p 16 270 F
S003 w10 733.142760358751 99 piro p 16 270 F
S003 w7 681.426748465747 100 sosca p 16 270 F
S004 w8 695.083438553847 1 sulto p 26 330 F
S004 w5 722.711398829706 2 scimmia w 26 330 F
S004 w9 662.759553533979 3 ol p 26 330 F
S004 w8 726.753294100054 4 sulto p 26 330 F
S004 w5 678.068565730937 5 scimmia w 26 330 F
S004 w6 687.082283594646 6 altru p 26 330 F
S004 w9 732.531580668874 7 ol p 26 330 F
S004 w6 711.461758282967 8 altru p 26 330 F
S004 w6 659.658060842194 9 altru p 26 330 F
S004 w9 690.819333591498 10 ol p 26 330 F
S004 w6 666.517469496466 11 altru p 26 330 F
S004 w7 710.7800112525 12 sosca p 26 330 F
S004 w7 686.901256856509 13 sosca p 26 330 F
S004 w7 672.025033631362 14 sosca p 26 330 F
S004 w9 731.149721727706 15 ol p 26 330 F
S004 w5 680.901888073422 16 scimmia w 26 330 F
S004 w2 684.910923824646 17 cane w 26 330 F
S004 w4 655.141574782319 18 senza w 26 330 F
S004 w10 716.263863951899 19 piro p 26 330 F
S004 w10 702.876695753075 20 piro p 26 330 F
S004 w7 706.550601930358 21 sosca p 26 330 F
S004 w3 692.847034749575 22 alla w 26 330 F
S004 w3 730.365888574161 23 alla w 26 330 F
S004 w7 655.989576135762 24 sosca p 26 330 F
S004 w2 673.010097933002 25 cane w 26 330 F
S004 w2 701.819862169214 26 cane w 26 330 F
S004 w2 687.293741093017 27 cane w 26 330 F
S004 w6 727.359955799766 28 altru p 26 330 F
S004 w1 656.308948439546 29 portò w 26 330 F
S004 w9 718.759342194535 30 ol p 26 330 F
S004 w7 672.040626876988 31 sosca p 26 330 F
S004 w1 696.927477349527 32 portò w 26 330 F
S004 w3 681.130010117777 33 alla w 26 330 F
S004 w7 688.346839253791 34 sosca p 26 330 F
S004 w2 719.953112234361 35 cane w 26 330 F
S004 w8 666.558589288034 36 sulto p 26 330 F
S004 w4 717.679585483856 37 senza w 26 330 F
S004 w9 661.177410916425 38 ol p 26 330 F
S004 w4 704.07718563918 39 senza w 26 330 F
S004 w6 708.607458905317 40 altru p 26 330 F
S004 w10 719.581851721741 41 piro p 26 330 F
S004 w1 664.795444668271 42 portò w 26 330 F
S004 w1 659.774022200145 43 portò w 26 330 F
S004 w5 693.156284843571 44 scimmia w 26 330 F
S004 w9 731.862654783763 45 ol p 26 330 F
S004 w7 717.872802005149 46 sosca p 26 330 F
S004 w8 698.226833161898 47 sulto p 26 330 F
S004 w7 696.261635110714 48 sosca p 26 330 F
S004 w2 704.828233891167 49 cane w 26 330 F
S004 w8 706.366097000428 50 sulto p 26 330 F
S004 w2 685.019673206843 51 cane w 26 330 F
S004 w5 661.934177041985 52 scimmia w 26 330 F
S004 w5 677.748355721124 53 scimmia w 26 330 F
S004 w6 691.679140632041 54 altru p 26 330 F
S004 w10 677.877316814847 55 piro p 26 330 F
S004 w8 715.508055449463 56 sulto p 26 330 F
S004 w10 676.792185143568 57 piro p 26 330 F
S004 w8 671.598240346648 58 sulto p 26 330 F
S004 w8 676.746078492142 59 sulto p 26 330 F
S004 w7 677.626197733916 60 sosca p 26 330 F
S004 w4 728.683308050968 61 senza w 26 330 F
S004 w9 695.809374586679 62 ol p 26 330 F
S004 w4 661.978933257051 63 senza w 26 330 F
S004 w10 722.400786452927 64 piro p 26 330 F
S004 w10 654.318074160255 65 piro p 26 330 F
S004 w5 701.481716134585 66 scimmia w 26 330 F
S004 w4 656.120161623694 67 senza w 26 330 F
S004 w3 663.612183691002 68 alla w 26 330 F
S004 w1 709.640751336701 69 portò w 26 330 F
S004 w4 717.973490026779 70 senza w 26 330 F
S004 w2 706.45392394159 71 cane w 26 330 F
S004 w10 690.122540411539 72 piro p 26 330 F
S004 w6 683.250149716623 73 altru p 26 330 F
S004 w4 661.596834328957 74 senza w 26 330 F
S004 w1 659.003055137582 75 portò w 26 330 F
S004 w6 690.551751037128 76 altru p 26 330 F
S004 w3 677.59013202507 77 alla w 26 330 F
S004 w5 699.755615373142 78 scimmia w 26 330 F
S004 w10 685.545745142736 79 piro p 26 330 F
S004 w9 717.760812011547 80 ol p 26 330 F
S004 w5 682.113521476276 81 scimmia w 26 330 F
S004 w3 663.223134544678 82 alla w 26 330 F
S004 w4 719.121779301204 83 senza w 26 330 F
S004 w10 733.855904382654 84 piro p 26 330 F
S004 w1 685.227352925576 85 portò w 26 330 F
S004 w5 664.567296397872 86 scimmia w 26 330 F
S004 w3 722.76214715559 87 alla w 26 330 F
S004 w3 726.419171192683 88 alla w 26 330 F
S004 w6 729.173757736571 89 altru p 26 330 F
S004 w2 725.520056285895 90 cane w 26 330 F
S004 w1 662.339879595675 91 portò w 26 330 F
S004 w8 667.136593633331 92 sulto p 26 330 F
S004 w1 696.272927639075 93 portò w 26 330 F
S004 w8 658.917747256346 94 sulto p 26 330 F
S004 w3 663.647359968163 95 alla w 26 330 F
S004 w1 723.539854572155 96 portò w 26 330 F
S004 w2 709.429272883572 97 cane w 26 330 F
S004 w9 705.452111870982 98 ol p 26 330 F
S004 w3 657.479625423439 99 alla w 26 330 F
S004 w4 666.384644829668 100 senza w 26 330 F
S005 w8 691.95205536671 1 sulto p 28 320 M
S005 w2 678.455602610484 2 cane w 28 320 M
S005 w5 696.725929705426 3 scimmia w 28 320 M
S005 w10 668.770251246169 4 piro p 28 320 M
S005 w10 690.501438034698 5 piro p 28 320 M
S005 w8 675.893173040822 6 sulto p 28 320 M
S005 w8 650.767779024318 7 sulto p 28 320 M
S005 w2 717.65787682496 8 cane w 28 320 M
S005 w5 661.89294421114 9 scimmia w 28 320 M
S005 w3 667.665950497612 10 alla w 28 320 M
S005 w9 658.832021029666 11 ol p 28 320 M
S005 w6 715.456896545365 12 altru p 28 320 M
S005 w4 703.418090539053 13 senza w 28 320 M
S005 w5 656.728530758992 14 scimmia w 28 320 M
S005 w4 667.090477300808 15 senza w 28 320 M
S005 w8 691.346302768216 16 sulto p 28 320 M
S005 w8 644.671894786879 17 sulto p 28 320 M
S005 w2 660.034419791773 18 cane w 28 320 M
S005 w8 652.723324513063 19 sulto p 28 320 M
S005 w1 702.551299640909 20 portò w 28 320 M
S005 w10 686.675399569795 21 piro p 28 320 M
S005 w2 683.188175493851 22 cane w 28 320 M
S005 w7 655.699347062036 23 sosca p 28 320 M
S005 w5 717.065021144226 24 scimmia w 28 320 M
S005 w10 705.543746510521 25 piro p 28 320 M
S005 w1 697.853841977194 26 portò w 28 320 M
S005 w5 689.123403532431 27 scimmia w 28 320 M
S005 w6 649.032868472859 28 altru p 28 320 M
S005 w1 707.657495355234 29 portò w 28 320 M
S005 w3 677.590285958722 30 alla w 28 320 M
S005 w1 702.616147873923 31 portò w 28 320 M
S005 w7 678.650527121499 32 sosca p 28 320 M
S005 w3 674.547353470698 33 alla w 28 320 M
S005 w4 705.783379180357 34 senza w 28 320 M
S005 w7 702.145166313276 35 sosca p 28 320 M
S005 w4 687.621238259599 36 senza w 28 320 M
S005 w3 706.005856925622 37 alla w 28 320 M
S005 w10 646.580057227984 38 piro p 28 320 M
S005 w4 701.157570416108 39 senza w 28 320 M
S005 w7 700.017197439447 40 sosca p 28 320 M
S005 w3 664.839569209144 41 alla w 28 320 M
S005 w2 655.657786959782 42 cane w 28 320 M
S005 w9 661.059934021905 43 ol p 28 320 M
S005 w5 666.385994022712 44 scimmia w 28 320 M
S005 w9 720.904641887173 45 ol p 28 320 M
S005 w7 687.030960181728 46 sosca p 28 320 M
S005 w6 693.031294336542 47 altru p 28 320 M
S005 w5 656.783676622435 48 scimmia w 28 320 M
S005 w6 649.901544777676 49 altru p 28 320 M
S005 w6 715.518033159897 50 altru p 28 320 M
S005 w8 643.325647814199 51 sulto p 28 320 M
S005 w6 646.78219220601 52 altru p 28 320 M
S005 w3 715.665308618918 53 alla w 28 320 M
S005 w6 664.587531490251 54 altru p 28 320 M
S005 w9 705.537708131596 55 ol p 28 320 M
S005 w7 670.676714880392 56 sosca p 28 320 M
S005 w6 658.048284938559 57 altru p 28 320 M
S005 w7 676.708858376369 58 sosca p 28 320 M
S005 w2 693.281659530476 59 cane w 28 320 M
S005 w6 667.758573750034 60 altru p 28 320 M
S005 w9 669.694334613159 61 ol p 28 320 M
S005 w5 641.997666908428 62 scimmia w 28 320 M
S005 w2 653.78795879893 63 cane w 28 320 M
S005 w10 678.702275780961 64 piro p 28 320 M
S005 w1 690.165838608518 65 portò w 28 320 M
S005 w5 653.017038917169 66 scimmia w 28 320 M
S005 w10 657.117170030251 67 piro p 28 320 M
S005 w8 693.438146365806 68 sulto p 28 320 M
S005 w10 653.179699415341 69 piro p 28 320 M
S005 w1 689.256157847121 70 portò w 28 320 M
S005 w2 669.517530286685 71 cane w 28 320 M
S005 w4 683.826893577352 72 senza w 28 320 M
S005 w3 690.272593228146 73 alla w 28 320 M
S005 w8 672.613504556939 74 sulto p 28 320 M
S005 w2 647.957206619903 75 cane w 28 320 M
S005 w9 662.417697673663 76 ol p 28 320 M
S005 w1 721.110510276631 77 portò w 28 320 M
S005 w4 683.593534911051 78 senza w 28 320 M
S005 w9 655.376949692145 79 ol p 28 320 M
S005 w10 673.711871197447 80 piro p 28 320 M
S005 w1 669.184302920476 81 portò w 28 320 M
S005 w9 690.380806503817 82 ol p 28 320 M
S005 w7 674.383865436539 83 sosca p 28 320 M
S005 w3 668.282931307331 84 alla w 28 320 M
S005 w9 666.750751035288 85 ol p 28 320 M
S005 w2 660.248314952478 86 cane w 28 320 M
S005 w4 642.277260487899 87 senza w 28 320 M
S005 w6 699.12336290814 88 altru p 28 320 M
S005 w4 675.757238799706 89 senza w 28 320 M
S005 w10 718.634517947212 90 piro p 28 320 M
S005 w8 694.221503389999 91 sulto p 28 320 M
S005 w1 653.597731636837 92 portò w 28 320 M
S005 w5 699.738584766164 93 scimmia w 28 320 M
S005 w3 681.824751729146 94 alla w 28 320 M
S005 w3 652.795751644298 95 alla w 28 320 M
S005 w7 643.920117737725 96 sosca p 28 320 M
S005 w4 676.221049008891 97 senza w 28 320 M
S005 w7 656.628215583041 98 sosca p 28 320 M
S005 w9 655.24307587184 99 ol p 28 320 M
S005 w1 655.171651421115 100 portò w 28 320 M
S006 w7 710.332158072852 1 sosca p 33 520 F
S006 w5 681.003442383371 2 scimmia w 33 520 F
S006 w6 728.353581367992 3 altru p 33 520 F
S006 w8 721.759084607475 4 sulto p 33 520 F
S006 w8 675.128826457076 5 sulto p 33 520 F
S006 w10 663.411326683126 6 piro p 33 520 F
S006 w4 685.393004710786 7 senza w 33 520 F
S006 w1 710.147857530974 8 portò w 33 520 F
S006 w3 667.006444963627 9 alla w 33 520 F
S006 w6 701.477982620709 10 altru p 33 520 F
S006 w4 679.616684704088 11 senza w 33 520 F
S006 w9 671.205351850949 12 ol p 33 520 F
S006 w4 707.671512230299 13 senza w 33 520 F
S006 w2 728.457862320356 14 cane w 33 520 F
S006 w10 663.656181185506 15 piro p 33 520 F
S006 w4 708.629091321491 16 senza w 33 520 F
S006 w5 694.692761837505 17 scimmia w 33 520 F
S006 w2 704.218721012585 18 cane w 33 520 F
S006 w9 696.023812605999 19 ol p 33 520 F
S006 w7 657.784084710293 20 sosca p 33 520 F
S006 w1 661.92720325198 21 portò w 33 520 F
S006 w1 659.98459297698 22 portò w 33 520 F
S006 w1 695.88880490046 23 portò w 33 520 F
S006 w1 711.614500409923 24 portò w 33 520 F
S006 w6 717.594325724058 25 altru p 33 520 F
S006 w9 675.397213618271 26 ol p 33 520 F
S006 w4 692.067414144985 27 senza w 33 520 F
S006 w3 706.281239851378 28 alla w 33 520 F
S006 w9 711.838382217102 29 ol p 33 520 F
S006 w5 700.76382228639 30 scimmia w 33 520 F
S006 w2 669.956292207353 31 cane w 33 520 F
S006 w4 687.929304684512 32 senza w 33 520 F
S006 w1 666.608444093727 33 portò w 33 520 F
S006 w7 706.469297888689 34 sosca p 33 520 F
S006 w7 722.870655390434 35 sosca p 33 520 F
S006 w2 727.291401675902 36 cane w 33 520 F
S006 w5 673.574222023599 37 scimmia w 33 520 F
S006 w9 661.990733048879 38 ol p 33 520 F
S006 w5 716.909394818358 39 scimmia w 33 520 F
S006 w5 683.105809721164 40 scimmia w 33 520 F
S006 w10 696.630952260457 41 piro p 33 520 F
S006 w3 698.973628501408 42 alla w 33 520 F
S006 w2 683.001270978712 43 cane w 33 520 F
S006 w5 733.664769674651 44 scimmia w 33 520 F
S006 w9 655.704414206557 45 ol p 33 520 F
S006 w1 722.321218061261 46 portò w 33 520 F
S006 w10 679.56211888697 47 piro p 33 520 F
S006 w2 664.37750719022 48 cane w 33 520 F
S006 w7 684.948761700653 49 sosca p 33 520 F
